Inicio de registro: 2025-08-07 17:30:00
2025-08-07,19:14:30, Unidad: C°,S1: 20.38, S2: 20.00, S3: 20.25, S4: 20.25, S5: 24.50, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.06, S12: 19.75, S13: 20.13, S14: 20.25, S15: 20.25, S16: 19.94, S17: 20.00, S18: 19.81, S19: 20.06, S20: 20.00.
2025-08-08,09:41:25, Unidad: C°,S1: 17.63, S2: 17.50, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.75, S9: 17.81, S10: 17.50, S11: 17.63, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.44, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:41:34, Unidad: C°,S1: 17.69, S2: 17.50, S3: 17.56, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.75, S9: 17.75, S10: 17.50, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:41:44, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.56, S7: 17.56, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:41:53, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.50, S11: 17.75, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:42:02, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.56, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:42:11, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:42:20, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.25, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:42:30, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.75, S9: 17.75, S10: 17.56, S11: 17.50, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:42:39, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.75, S9: 17.81, S10: 17.50, S11: 17.56, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:42:48, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:42:57, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.50, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.44, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:43:06, Unidad: C°,S1: 17.63, S2: 17.63, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.56, S11: 17.56, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:43:16, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.44, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:43:25, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.50, S11: 17.50, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.44, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:43:34, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.50, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:43:43, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:43:52, Unidad: C°,S1: 17.69, S2: 17.50, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:44:01, Unidad: C°,S1: 17.69, S2: 17.50, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.50, S11: 17.56, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:44:11, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:44:20, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:44:29, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.56, S11: 17.56, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:44:38, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.44, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.50, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:44:47, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:44:57, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.75, S9: 17.75, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:45:06, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.50, S11: 17.69, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:45:15, Unidad: C°,S1: 17.75, S2: 17.50, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.44, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:45:24, Unidad: C°,S1: 17.69, S2: 17.50, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:45:33, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:45:43, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.44, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.75, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:45:52, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.56, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.63, S16: 17.44, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:46:01, Unidad: C°,S1: 17.75, S2: 17.50, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.56, S8: 17.75, S9: 17.75, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.50, S14: 17.44, S15: 17.56, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:46:10, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.56, S4: 17.75, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.50, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:46:19, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:46:29, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.56, S4: 17.75, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.88, S10: 17.63, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.38, S19: 17.50, S20: 17.44.
2025-08-08,09:46:38, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.19, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:46:47, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:46:56, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:05, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.75, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:15, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:24, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:33, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:42, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.56, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:47:51, Unidad: C°,S1: 17.69, S2: 17.63, S3: 17.56, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:48:00, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:48:10, Unidad: C°,S1: 17.63, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:48:19, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.56, S7: 17.63, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:48:28, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.19, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.63, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:48:37, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:48:46, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.81, S9: 17.88, S10: 17.63, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:48:56, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:49:05, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:49:14, Unidad: C°,S1: 17.75, S2: 17.63, S3: 17.56, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.63, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:49:23, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:49:32, Unidad: C°,S1: 17.75, S2: 17.63, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:49:42, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.56, S4: 17.81, S5: 22.19, S6: 17.63, S7: 17.69, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:49:51, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.75, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:50:00, Unidad: C°,S1: 17.75, S2: 17.63, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:50:09, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.56, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.63, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:50:18, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.75, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.63, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:50:28, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.56, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.63, S8: 17.81, S9: 17.88, S10: 17.56, S11: 17.69, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:50:37, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.06, S6: 17.69, S7: 17.69, S8: 17.81, S9: 17.81, S10: 17.56, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:50:46, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.06, S6: 17.69, S7: 17.69, S8: 17.81, S9: 17.88, S10: 17.56, S11: 17.75, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:50:55, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.06, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.63, S11: 17.69, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:51:04, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.81, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:51:14, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.63, S11: 17.81, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:51:23, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.63, S11: 17.81, S12: 17.31, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:51:32, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.06, S6: 17.69, S7: 17.69, S8: 17.81, S9: 17.88, S10: 17.63, S11: 17.75, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:51:41, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.88, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.81, S9: 17.88, S10: 17.56, S11: 17.69, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:51:50, Unidad: C°,S1: 17.75, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.75, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:51:59, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.63, S8: 17.88, S9: 17.81, S10: 17.56, S11: 17.69, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:52:09, Unidad: C°,S1: 17.75, S2: 17.63, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.81, S10: 17.63, S11: 17.63, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:52:18, Unidad: C°,S1: 17.81, S2: 17.56, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.69, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
2025-08-08,09:52:27, Unidad: C°,S1: 17.69, S2: 17.63, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.75, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.50.
2025-08-08,09:52:36, Unidad: C°,S1: 17.75, S2: 17.63, S3: 17.50, S4: 17.81, S5: 22.13, S6: 17.63, S7: 17.69, S8: 17.88, S9: 17.88, S10: 17.56, S11: 17.81, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.56, S20: 17.44.
2025-08-08,09:52:45, Unidad: C°,S1: 17.69, S2: 17.56, S3: 17.50, S4: 17.88, S5: 22.13, S6: 17.69, S7: 17.69, S8: 17.88, S9: 17.94, S10: 17.56, S11: 17.81, S12: 17.38, S13: 17.56, S14: 17.44, S15: 17.63, S16: 17.50, S17: 17.44, S18: 17.44, S19: 17.50, S20: 17.44.
